 Wales,Gareth Thomas,7 tries,https://en.wikipedia.org/wiki/Gareth_Thomas_(rugby_player)
 Wales,Colin Charvis,5 tries,https://en.wikipedia.org/wiki/Colin_Charvis
 Wales,Gareth Davies,5 tries,https://en.wikipedia.org/wiki/Gareth_Davies_(rugby_player_born_1990)
 Wales,Martyn Williams,5 tries,https://en.wikipedia.org/wiki/Martyn_Williams
 Wales,Sonny Parker,4 tries,https://en.wikipedia.org/wiki/Sonny_Parker_(rugby_union)
 Wales,Mark Taylor,4 tries,https://en.wikipedia.org/wiki/Mark_Taylor_(rugby_player)
 Wales,Scott Williams,4 tries,https://en.wikipedia.org/wiki/Scott_Williams_(rugby_player)
 Wales,Cory Allen,3 tries,https://en.wikipedia.org/wiki/Cory_Allen_(rugby_player)
 Wales,Gareth Cooper,3 tries,https://en.wikipedia.org/wiki/Gareth_Cooper
 Wales,Jonathan Davies,3 tries,https://en.wikipedia.org/wiki/Jonathan_Davies_(rugby_player_born_1988)
 Wales,John Devereux,3 tries,https://en.wikipedia.org/wiki/John_Devereux_(rugby)
 Wales,Adrian Hadley,3 tries,https://en.wikipedia.org/wiki/Adrian_Hadley
 Wales,Alun Wyn Jones,3 tries,https://en.wikipedia.org/wiki/Alun_Wyn_Jones
 Wales,Mark Jones,3 tries,https://en.wikipedia.org/wiki/Mark_Jones_(rugby_player_born_1979)
 Wales,George North,3 tries,https://en.wikipedia.org/wiki/George_North
 Wales,Mike Phillips,3 tries,https://en.wikipedia.org/wiki/Mike_Phillips_(rugby_player)
 Wales,Glen Webbe,3 tries,https://en.wikipedia.org/wiki/Glen_Webbe
 Wales,Taulupe Faletau,2 tries,https://en.wikipedia.org/wiki/Taulupe_Faletau
 Wales,Leigh Halfpenny,2 tries,https://en.wikipedia.org/wiki/Leigh_Halfpenny
 Wales,Gareth Roberts,2 tries,https://en.wikipedia.org/wiki/Gareth_Roberts_(rugby_player)
 Wales,Jamie Roberts,2 tries,https://en.wikipedia.org/wiki/Jamie_Roberts
 Wales,Hemi Taylor,2 tries,https://en.wikipedia.org/wiki/Hemi_Taylor
 Wales,Lloyd Williams,2 tries,https://en.wikipedia.org/wiki/Lloyd_Williams_(rugby_union_player_born_1989)
 Wales,Hallam Amos,1 try,https://en.wikipedia.org/wiki/Hallam_Amos
 Wales,Paul Arnold,1 try,https://en.wikipedia.org/wiki/Paul_Arnold_(rugby_player)
 Wales,Scott Baldwin,1 try,https://en.wikipedia.org/wiki/Scott_Baldwin_(rugby_player)
 Wales,Allan Bateman,1 try,https://en.wikipedia.org/wiki/Allan_Bateman
 Wales,Bleddyn Bowen,1 try,https://en.wikipedia.org/wiki/Bleddyn_Bowen
 Wales,Aled Brew,1 try,https://en.wikipedia.org/wiki/Aled_Brew
 Wales,Lloyd Burns,1 try,https://en.wikipedia.org/wiki/Lloyd_Burns
 Wales,Lee Byrne,1 try,https://en.wikipedia.org/wiki/Lee_Byrne
 Wales,Arthur Emyr,1 try,https://en.wikipedia.org/wiki/Arthur_Emyr
 Wales,Scott Gibbs,1 try,https://en.wikipedia.org/wiki/Scott_Gibbs
 Wales,James Hook,1 try,https://en.wikipedia.org/wiki/James_Hook_(rugby_player)
 Wales,Shane Howarth,1 try,https://en.wikipedia.org/wiki/Shane_Howarth
 Wales,Robert Howley,1 try,https://en.wikipedia.org/wiki/Robert_Howley
 Wales,Jonathan Humphreys,1 try,https://en.wikipedia.org/wiki/Jonathan_Humphreys
 Wales,Dafydd James,1 try,https://en.wikipedia.org/wiki/Dafydd_James
 Wales,Gethin Jenkins,1 try,https://en.wikipedia.org/wiki/Gethin_Jenkins
 Wales,Dafydd Jones,1 try,https://en.wikipedia.org/wiki/Dafydd_Jones
 Wales,Robert Jones,1 try,https://en.wikipedia.org/wiki/Robert_Jones_(rugby_player)
 Wales,Stephen Jones,1 try,https://en.wikipedia.org/wiki/Stephen_Jones_(rugby_player)
 Wales,Samson Lee,1 try,https://en.wikipedia.org/wiki/Samson_Lee
 Wales,David Llewellyn,1 try,https://en.wikipedia.org/wiki/David_Llewellyn_(rugby_player)
 Wales,Andrew Moore,1 try,https://en.wikipedia.org/wiki/Andrew_Moore_(rugby_player)
 Wales,Kevin Morgan,1 try,https://en.wikipedia.org/wiki/Kevin_Morgan_(rugby_player)
 Wales,Paul Moriarty,1 try,https://en.wikipedia.org/wiki/Paul_Moriarty_(rugby)
 Wales,Alan Phillips,1 try,https://en.wikipedia.org/wiki/Alan_Phillips_(rugby)
 Wales,Alix Popham,1 try,https://en.wikipedia.org/wiki/Alix_Popham
 Wales,Mark Ring,1 try,https://en.wikipedia.org/wiki/Mark_Ring
 Wales,Jonathan Thomas,1 try,https://en.wikipedia.org/wiki/Jonathan_Thomas
 Wales,T. Rhys Thomas,1 try,https://en.wikipedia.org/wiki/T._Rhys_Thomas
 Wales,Justin Tipuric,1 try,https://en.wikipedia.org/wiki/Justin_Tipuric
 Wales,Sam Warburton,1 try,https://en.wikipedia.org/wiki/Sam_Warburton
 Zimbabwe,Richard Tsimba,3 tries,https://en.wikipedia.org/wiki/Richard_Tsimba
 Zimbabwe,Adrian Garvey,2 tries,https://en.wikipedia.org/wiki/Adrian_Garvey
 Zimbabwe,Dirk Buitendag,1 try,https://en.wikipedia.org/w/index.php?title=Dirk_Buitendag&action=edit&redlink=1
 Zimbabwe,Brendon Dawson,1 try,https://en.wikipedia.org/wiki/Brendon_Dawson
 Zimbabwe,Peter Kaulbach,1 try,https://en.wikipedia.org/w/index.php?title=Peter_Kaulbach&action=edit&redlink=1
 Zimbabwe,Mark Neill,1 try,https://en.wikipedia.org/w/index.php?title=Mark_Neill&action=edit&redlink=1
 Zimbabwe,Honeywell Nguruve,1 try,https://en.wikipedia.org/w/index.php?title=Honeywell_Nguruve&action=edit&redlink=1
 Zimbabwe,William Schultz,1 try,https://en.wikipedia.org/w/index.php?title=William_Schultz_(rugby_player)&action=edit&redlink=1
 Zimbabwe,Conor Shearer,1 try,https://en.wikipedia.org/w/index.php?title=Conor_Shearer&action=edit&redlink=1
 Zimbabwe,"Stephen ""Bubs"" Lynch",1 try,https://en.wikipedia.org/w/index.php?title=Stephen_%22Bubs%22_Lynch&action=edit&redlink=1
